text	category	star_rating	sentiment	template	action
For a solo trip, the tour guide was beautifully organized.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	was beautifully organized
The latest anthology from a well-established media group delivered exceptional storytelling.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	delivered exceptional storytelling
The weekly digest was the worst publication I have read. I could not get past the first chapter.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was the worst publication I have read
I picked up anthology by a well-known columnist and it was the worst publication I have read.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	was the worst publication I have read
Overall the flight experience was the worst I have ever seen. The most expensive package but it was not worth it.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	was the worst I have ever seen
Compared to other places, the beach access here was spotless and well-maintained. Highly recommend for families.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
I picked up anthology by a well-known columnist and it was a standard read with no surprises.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	was a standard read with no surprises
The editorial quality of the online journal was the worst publication I have read. Avoid unless you enjoy being frustrated.	Media & Publishing	1	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was the worst publication I have read
This weekly digest about modern politics felt lazy and poorly researched. Not worth the subscription price.	Media & Publishing	2	negative	This {media_type} about {topic} {action}. {recommendation}.	felt lazy and poorly researched
As a professional in the field, I think this special report was riddled with errors and typos.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was riddled with errors and typos
Overall the airport transfer fell far below expectations. A last-minute deal online.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
For a business trip, the tour guide was the worst I have ever seen.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was the worst I have ever seen
Compared to other places, the tour guide here was the worst I have ever seen. Only book this if you have no other options.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was the worst I have ever seen
The breakfast buffet was acceptable but unremarkable. It was about what you would expect for the price.	Travel & Vacation	3	neutral	The {aspect} {action}. {detail}.	was acceptable but unremarkable
Overall the tour guide was the worst I have ever seen. Based on fake positive reviews.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	was the worst I have ever seen
I subscribed for the cultural history coverage and the quarterly review was forgettable but not terrible.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was forgettable but not terrible
I picked up anthology by an independent journalist and it was a standout piece of journalism.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	was a standout piece of journalism
After two weeks at a boutique hotel in Paris, I can say the tour guide felt like a dream come true.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	felt like a dream come true
The pool area at a mountain lodge in the Alps was dirty and poorly maintained. It did the job but nothing stood out.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	was dirty and poorly maintained
Overall the hotel room exceeded all my expectations. A package deal for our anniversary and it delivered.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	exceeded all my expectations
The digital edition was beautifully written and polished. The writing was serviceable but not memorable.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was beautifully written and polished
As a casual reader, I think this anthology was the worst publication I have read.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was the worst publication I have read
The newspaper was an engaging and captivating read. The depth of analysis was remarkable.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	was an engaging and captivating read
We booked a package deal for our anniversary and it delivered and the breakfast buffet felt like a dream come true.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	felt like a dream come true
The magazine delivered exceptional storytelling. The writing was serviceable but not memorable.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	delivered exceptional storytelling
The pool area at a seaside resort in Bali was a truly memorable experience. It did the job but nothing stood out.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was a truly memorable experience
The resort amenities was spotless and well-maintained, which really shaped our business experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was spotless and well-maintained
