text	category	star_rating	sentiment	template	action
For a family trip, the spa treatment was a truly memorable experience.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	was a truly memorable experience
I subscribed for the health and wellness coverage and the weekly digest felt lazy and poorly researched.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	felt lazy and poorly researched
I subscribed for the cultural history coverage and the digital edition was riddled with errors and typos.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was riddled with errors and typos
The editorial quality of the digital edition covered the basics adequately. Read it if you have nothing else on your list.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	covered the basics adequately
For anyone interested in cultural history, this online journal wasted my time completely.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	wasted my time completely
Compared to other places, the customer service here was acceptable but unremarkable. There are comparable options in the area.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was acceptable but unremarkable
The spa treatment at a seaside resort in Bali was a truly memorable experience. The staff went above and beyond.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was a truly memorable experience
Compared to other places, the hotel room here was beautifully organized. Might work for a short stay.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was beautifully organized
The resort amenities met basic expectations. It did the job but nothing stood out.	Travel & Vacation	3	neutral	The {aspect} {action}. {detail}.	met basic expectations
Compared to other places, the breakfast buffet here was spotless and well-maintained. Worth every penny for the experience.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
We booked a premium package and it was worth it and the hotel room was beautifully organized.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	was beautifully organized
The newsletter was misleading and full of bias. There are much better alternatives available.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was misleading and full of bias
During our stay, the breakfast buffet met basic expectations. It depends on what you are looking for.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	met basic expectations
The newsletter provided real depth and nuance. It is a standout choice for newcomers and experts alike.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	provided real depth and nuance
During our stay, the resort amenities was beautifully organized. Highly recommend for families.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	was beautifully organized
The newsletter felt lazy and poorly researched. Fact-checking seemed to be an afterthought.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	felt lazy and poorly researched
During our stay, the tour guide felt like a dream come true. Worth every penny for the experience.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	felt like a dream come true
For anyone interested in global economics, this special report was a standard read with no surprises.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	was a standard read with no surprises
After three days at an all-inclusive in Cancun, I can say the tour guide was acceptable but unremarkable.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was acceptable but unremarkable
The newspaper delivered exceptional storytelling. The price-to-value ratio is excellent.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	delivered exceptional storytelling
During our stay, the airport transfer was beautifully organized. Highly recommend for families.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	was beautifully organized
I visited a boutique hotel in Paris and the tour guide fell far below expectations.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	fell far below expectations
The customer service at a seaside resort in Bali felt like a dream come true. The views alone made it worthwhile.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	felt like a dream come true
The editorial quality of the special report set a new standard for the genre. One of the best things I have read this year.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
During our stay, the room service was the worst I have ever seen. I tell everyone about this place.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was the worst I have ever seen
After reading the digital edition on cultural history, I found it was riddled with errors and typos. Every paragraph added something new.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was riddled with errors and typos
This newspaper about climate change was beautifully written and polished. Save your money and skip this one.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	was beautifully written and polished
